DATA,RESOLUÇÃO,CTT,,DEMANDA,ESCRITÓRIO,ATIVO/RECEPTIVO,DIRETOR,BANCO,COD,  RESPONSAVEL,SITUAÇÃO,0,,,,,,,,,
02/01/2025,21/01/2025,147393,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,ITAÚ,EMPRÉSTIMO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,153725,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,PANAMERICANO,517.1,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,21/01/2025,153987,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,PANAMERICANO,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,154310,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,159986,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,160187,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,163714,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,banco,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,185526,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,PANAMERICANO,banco ,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,192563,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,PANAMERICANO,BANCO,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,193351,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,193788,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,VOLKSWAGEN,602.3,IZABEL,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,21/01/2025,194327,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,112,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,21/01/2025,195778,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,201,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,199405,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,CARTÃO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,199423,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,ITAÚ,CARTÃO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,200234,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,HYUNDAI,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,201899,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,209477,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,BANCO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,212337,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,PANAMERICANO,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,213093,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,218289,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BRADESCO,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,220163,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,PANAMERICANO,524,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,95698,1,50% A 80%,"RECIFE, PE",ATIVO,FECHADO,ITAÚ,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,118023,1,50% A 80%,"RECIFE, PE",ATIVO,FECHADO,BRADESCO,CARTÃO,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,132025,1,50% A 80%,"RECIFE, PE",ATIVO,FECHADO,BV FINANCEIRA,banco,JULIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,143601,1,50% A 80%,"VOLTA REDONDA, RJ",ATIVO,LEANDRO,PANAMERICANO,BANCO,FABIANA,PENDENTE,,LIGAR NOVAMENTE DEPOIS,,,,,,,,
02/01/2025,21/01/2025,206871,2,50% A 80%,"VOLTA REDONDA, RJ",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,202104,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,VOLKSWAGEN,BANCO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,202656,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,203346,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,204127,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,PANAMERICANO,BANCO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,205001,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,205531,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,TOYOTA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,207154,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,212503,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,216844,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,219387,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BRADESCO,EMPRÉSTIMO,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,208377,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BV FINANCEIRA,139,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,21/01/2025,208593,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,209568,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,213943,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BRADESCO,EMPRÉSTIMO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,218165,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,223197,2,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,215342,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BRADESCO,BANCO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,216308,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BRADESCO,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,216743,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,217475,1,50% A 80%,"BELO HORIZONTE, PHI, MG",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,106341,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BRADESCO,213.2,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,148345,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,185342,2,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BRADESCO,255.1,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,188713,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,JULIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,196907,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BRADESCO,BANCO,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,197185,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,199111,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,SANTANDER,337,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,205254,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BV FINANCEIRA,101,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,21/01/2025,134751,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,OMNI,AGENTE,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,21/01/2025,161081,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,VOLKSWAGEN,,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,175518,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,515,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,193787,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BRADESCO,EMPRÉSTIMO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,198202,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,200229,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,516,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,200319,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,OMNI,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,196405,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BRADESCO,banco,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,200545,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,JULIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,200915,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,PANAMERICANO,524.1,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,204689,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,VOLKSWAGEN,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,208277,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,210078,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,101,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,21/01/2025,213191,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BRADESCO,61 33211533,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,215605,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,215839,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,PANAMERICANO,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,216616,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,221411,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BRADESCO,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,115964,1,50% A 80%,"VARZEA GRANDE, MT",ATIVO,LEANDRO,PANAMERICANO,516,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,131181,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,SAFRA,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,131760,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,VOLKSWAGEN,601.1,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,133765,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,516,JULIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,143173,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,banco,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,151278,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,154570,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,VOLKSWAGEN,602.1,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,158566,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,CARTÃO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,169421,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,170254,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,505,MONYZA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,21/01/2025,171385,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,173107,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,banco,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,173338,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,179434,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,191914,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,193031,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,BANCO,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,198861,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,JULIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,204882,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,535,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,208657,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,219411,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,220533,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BRADESCO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,204643,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,VOLKSWAGEN,619,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,206029,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,208535,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,PANAMERICANO,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,209923,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BRADESCO,326.1,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,211562,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,212358,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,RENNER,05132843100,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,212841,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,220783,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,JULIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,221812,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BRADESCO,BANCO,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,85561,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,BRADESCO,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,124802,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,158207,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,BV FINANCEIRA,banco,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,179841,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,189412,1,50% A 80%,"MOSSORÓ, RN",ATIVO,LEANDRO,PANAMERICANO,505,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,64087,1,50% A 80%,"CAMPOS DOS GOYTACAZES, RJ",ATIVO,FECHADO,SAFRA,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,163952,1,50% A 80%,"MANAUS, AM",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,214171,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,215507,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BRADESCO,BANCO,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,219939,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,OMNI,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,220041,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,BANCO,IZABEL,RESOLVIDO,CANCELADO,,,,,,,,,
02/01/2025,21/01/2025,221689,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BV FINANCEIRA,129,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,21/01/2025,221748,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,BANCO,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,222029,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,149136,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,EMPRÉSTIMO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,155556,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,CARTÃO,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,159563,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,PANAMERICANO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,161441,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,CARTÃO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,164199,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,208.1,VICTOR ADRIANO,RESOLVIDO,AGUARDANDO A ANÁLISE,*NEGOCIADO POR IZABEL,,,,,,,,
02/01/2025,21/01/2025,168998,3,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,EMPRÉSTIMO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,171064,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,AGENTE,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,174021,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,BANCO,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,176624,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,VOLKSWAGEN,618,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,178811,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,OMNI,FICHA,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,180415,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4001,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,21/01/2025,184919,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4012.5,FABIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,188333,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RCI,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,189971,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,05132843100,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,191404,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4012,ITAYNNARA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,191741,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,192459,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,CARTÃO,MONYZA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,194618,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4005,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,195101,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,200937,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,VOLKSWAGEN,BANCO,GREICY,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,201696,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,PANAMERICANO,504.2,JULIANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,202158,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,PANAMERICANO,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,202809,2,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BRADESCO,308.1,IZABEL,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,204924,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BRADESCO,cartao,MARIA BRUNA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,206423,2,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BRADESCO,BANCO,FABIANA,RESOLVIDO,AGÊNCIA,,,,,,,,,
02/01/2025,21/01/2025,206792,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,209730,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,KATIA,PENDENTE,,,,,,,,,,
02/01/2025,21/01/2025,209815,2,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BRADESCO,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
03/01/2025,21/01/2025,174577,1,VALORES,MONITORAMENTO,ATIVO,ANTUNES,BV FINANCEIRA,BANCO,EDIANE,PENDENTE,,,,,,,,,,
03/01/2025,21/01/2025,217848,1,VALORES,TICKET,RECEPTIVO,LEANDRO,OMNI,62 8643-4996,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
4/1/2024,21/01/2025,230062,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
